id,nombre,plataforma,marca,puntuacion usuarios,numero usuarios,popularidad
14964,"Flower, Sun, and Rain",DS,NINTENDO,8.6,41,desconocido
15020,GUNS UP!,PlayStation4,SONY,6.2,47,desconocido
14939,King Arthur: Fallen Champions,PC,PC,5.0,7,desconocido
14927,Moebius: Empire Rising,PC,PC,6.2,119,poco conocido
14929,MUD - FIM Motocross World Championship,Xbox360,MICROSOFT,7.1,8,desconocido
14981,Metal Gear Survive,PC,PC,1.3,301,popular
15050,Hatoful Boyfriend: Holiday Star,PC,PC,7.7,14,desconocido
15034,Sneak King,Xbox360,MICROSOFT,5.6,21,desconocido
14956,Import Tuner Challenge,Xbox360,MICROSOFT,7.8,24,desconocido
15032,E.T. Armies,PC,PC,6.9,40,desconocido
14974,SpellForce 2: Demons of the Past,PC,PC,6.6,23,desconocido
15009,Achron,PC,PC,7.4,17,desconocido
15005,Tom Clancy's Ghost Recon Predator,PSP,SONY,5.0,4,desconocido
15074,The Great Escape (2003),PC,PC,6.9,17,desconocido
15023,Farming Simulator 15,PlayStation4,SONY,5.5,35,desconocido
15058,Ghost Rider,PlayStation2,SONY,6.7,31,desconocido
14969,Dream Trigger 3D,3DS,NINTENDO,6.3,29,desconocido
14936,Backbreaker,Xbox360,MICROSOFT,7.6,68,desconocido
14947,Reign of Fire,GameCube,NINTENDO,8.2,5,desconocido
15017,Crackdown 3,PC,PC,2.8,243,conocido
14982,LEGO The Lord of the Rings,PlayStationVita,SONY,5.7,38,desconocido
15007,Nippon Marathon,PlayStation4,SONY,5.4,12,desconocido
15025,The Legend of Korra,PlayStation4,SONY,6.5,110,poco conocido
15037,Top Spin 4,Wii,NINTENDO,7.4,7,desconocido
15057,Cars,DS,NINTENDO,2.7,19,desconocido
15045,Buzz Lightyear of Star Command,PlayStation,SONY,6.8,12,desconocido
15085,Rush Bros,PC,PC,4.9,27,desconocido
15061,Universal Combat,PC,PC,2.6,33,desconocido
14962,Elevator Action Deluxe,PlayStation3,SONY,6.0,6,desconocido
15052,Omerta: City of Gangsters,PC,PC,4.9,217,conocido
14959,Hot Wheels Velocity X,PlayStation2,SONY,7.1,17,desconocido
14924,X-Men: The Official Game,GameBoyAdvance,NINTENDO,8.3,9,desconocido
14884,Rugby World Cup 2011,Xbox360,MICROSOFT,3.9,13,desconocido
14779,Aliens Versus Predator 2: Primal Hunt Expansion Pack,PC,PC,7.5,29,desconocido
14902,The Cursed Crusade,PC,PC,5.5,38,desconocido
14765,Sniper: Ghost Warrior 3,PlayStation4,SONY,6.4,252,conocido
14762,Bloody Good Time,Xbox360,MICROSOFT,6.1,10,desconocido
14910,Saint Seiya: Brave Soldiers,PlayStation3,SONY,7.4,53,desconocido
14882,WWE Crush Hour,GameCube,NINTENDO,7.0,5,desconocido
14767,Table Top Racing: World Tour,PlayStation4,SONY,6.3,121,poco conocido
14903,Lost: Via Domus,Xbox360,MICROSOFT,6.3,63,desconocido
14883,Mega Man Star Force 2: Zerker x Ninja,DS,NINTENDO,8.7,59,desconocido
14853,Yar's Revenge,Xbox360,MICROSOFT,5.5,4,desconocido
14834,Akiba's Beat,PlayStation4,SONY,6.8,39,desconocido
14897,Driving Emotion Type-S,PlayStation2,SONY,3.0,5,desconocido
14852,Criminal Girls: Invite Only,PlayStationVita,SONY,6.7,41,desconocido
14871,Woolfe - The Red Hood Diaries,PC,PC,5.8,9,desconocido
14925,Salt Lake 2002,GameBoyAdvance,NINTENDO,7.5,4,desconocido
14780,Hercules: The Legendary Journeys,Nintendo64,NINTENDO,6.6,8,desconocido
14799,Pokemon Channel,GameCube,NINTENDO,6.2,29,desconocido
14774,Samurai Warriors 3,Wii,NINTENDO,7.4,24,desconocido
14911,DiRT 2,PSP,SONY,6.2,13,desconocido
14878,SpellForce 2: Faith in Destiny,PC,PC,5.8,35,desconocido
14820,Frogger Advance: The Great Quest,GameBoyAdvance,NINTENDO,7.8,4,desconocido
14877,Trinity: Souls of Zill O'll,PlayStation3,SONY,7.8,30,desconocido
14901,Darkout,PC,PC,6.8,17,desconocido
14908,The Incredible Hulk,Xbox360,MICROSOFT,6.8,28,desconocido
14844,Hard to be a God,PC,PC,6.8,27,desconocido
14839,Robocraft Infinity,XboxOne,MICROSOFT,6.4,7,desconocido
14843,Battlestar Galactica,Xbox360,MICROSOFT,6.7,11,desconocido
14857,WWE Survivor Series,GameBoyAdvance,NINTENDO,8.2,5,desconocido
14819,RLH: Run Like Hell,Xbox,MICROSOFT,7.5,4,desconocido
14892,Alias (2004),PC,PC,6.9,12,desconocido
14863,Conflict: Desert Storm,PlayStation2,SONY,8.3,42,desconocido
14837,Zack Zero,PC,PC,7.3,30,desconocido
14879,Warhammer: Battle March,Xbox360,MICROSOFT,7.3,18,desconocido
14866,The Seven Deadly Sins: Knights of Britannia,PlayStation4,SONY,6.3,29,desconocido
14859,Crasher,PC,PC,6.1,8,desconocido
14874,Warhammer Quest,PC,PC,2.7,49,desconocido
14850,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,NINTENDO,6.2,75,desconocido
14790,Humans Must Answer,PC,PC,5.3,10,desconocido
14828,Disney/Pixar Ratatouille,PlayStation3,SONY,5.6,7,desconocido
14818,Shrek 2,PC,PC,6.1,66,desconocido
14912,X-Men Origins: Wolverine,DS,NINTENDO,8.5,11,desconocido
14856,DreadOut,PC,PC,6.3,103,poco conocido
14858,Rabbids Travel in Time 3D,3DS,NINTENDO,6.3,16,desconocido
14842,The Amazing Spider-Man 2,Xbox360,MICROSOFT,6.3,66,desconocido
14789,The Amazing Spider-Man,PlayStationVita,SONY,6.8,35,desconocido
14914,Anamorphine,PlayStation4,SONY,3.6,5,desconocido
14846,Trials of the Blood Dragon,PlayStation4,SONY,6.3,26,desconocido
14876,Cake Mania,DS,NINTENDO,6.1,7,desconocido
14802,Othello,Switch,NINTENDO,6.2,19,desconocido
14759,Kinect Star Wars,Xbox360,MICROSOFT,3.8,154,poco conocido
14862,Zapper,GameCube,NINTENDO,2.5,4,desconocido
14840,Touhou Genso Rondo: Bullet Ballet,PlayStation4,SONY,5.3,37,desconocido
14784,VR Ping Pong Pro,PlayStation4,SONY,5.3,4,desconocido
14890,Warhammer: Battle for Atluma,PSP,SONY,7.4,9,desconocido
14766,Dynasty Warriors: Gundam,Xbox360,MICROSOFT,6.4,22,desconocido
14817,Monochroma,PC,PC,6.8,119,poco conocido
14864,Driven,GameCube,NINTENDO,7.4,5,desconocido
14899,Terminator: Resistance,XboxOne,MICROSOFT,8.3,41,desconocido
14920,BurgerTime: World Tour,Xbox360,MICROSOFT,7.0,7,desconocido
14891,Transformers: The Game,PC,PC,5.5,42,desconocido
14813,Topatoi: Spinning Through The Worlds,PlayStation3,SONY,4.8,4,desconocido
14829,Smash Court Tennis 3,Xbox360,MICROSOFT,6.5,4,desconocido
14770,I of the Dragon,PC,PC,7.1,19,desconocido
14875,Order Up!!,PlayStation3,SONY,4.8,4,desconocido
14918,Centipede & Millipede,Xbox360,MICROSOFT,6.6,5,desconocido
14797,Crimson Dragon,XboxOne,MICROSOFT,6.5,258,conocido
14833,Cabela's Dangerous Hunts 2011,Xbox360,MICROSOFT,6.0,4,desconocido
14772,Dark Horizon,PC,PC,5.4,5,desconocido
14865,Might and Magic IX,PC,PC,4.8,32,desconocido
14822,SportsBarVR,PlayStation4,SONY,6.0,20,desconocido
14775,Watchmen: The End Is Nigh,Xbox360,MICROSOFT,8.0,26,desconocido
14806,Hot Pixel,PSP,SONY,7.0,7,desconocido
14781,Buzz Lightyear of Star Command,Dreamcast,SEGA,8.3,6,desconocido
14763,Onechanbara: Bikini Zombie Slayers,Wii,NINTENDO,8.0,21,desconocido
14815,Gryphon Knight Epic,PC,PC,7.0,18,desconocido
14887,The Incredibles,GameBoyAdvance,NINTENDO,5.2,5,desconocido
14812,The Bradwell Conspiracy,XboxOne,MICROSOFT,8.0,7,desconocido
14838,Suicide Guy,Switch,NINTENDO,6.5,16,desconocido
14814,Sniper: Ghost Warrior,PC,PC,5.4,312,popular
14885,The Lord of the Rings: Conquest,Xbox360,MICROSOFT,7.0,119,poco conocido
14847,Fable Heroes,Xbox360,MICROSOFT,4.7,32,desconocido
14793,Sonic Riders,PlayStation2,SONY,7.6,56,desconocido
14803,Cube Life: Island Survival,WiiU,NINTENDO,6.7,15,desconocido
14811,Naruto: Ninja Council 2,GameBoyAdvance,NINTENDO,7.8,16,desconocido
14821,Legends of Wrestling,PlayStation2,SONY,7.8,15,desconocido
14872,The War of the Worlds,Xbox360,MICROSOFT,5.1,7,desconocido
14801,Surf Rocket Racers,Dreamcast,SEGA,7.8,5,desconocido
14860,Teenage Mutant Ninja Turtles (2003),PC,PC,7.6,43,desconocido
14919,Jaws Unleashed,PC,PC,7.6,19,desconocido
14808,Insecticide,DS,NINTENDO,7.0,5,desconocido
14836,Codename: Outbreak,PC,PC,7.0,13,desconocido
14826,Asteroids & Deluxe,Xbox360,MICROSOFT,5.0,8,desconocido
14913,Pirates of the Caribbean: At World's End,PlayStation3,SONY,7.0,30,desconocido
14841,Bohemian Killing,PC,PC,5.9,14,desconocido
14855,Medal of Honor: Warfighter,PC,PC,5.4,656,popular
14800,X2: Wolverine's Revenge,PC,PC,5.0,23,desconocido
14830,Bullet Witch,Xbox360,MICROSOFT,5.9,45,desconocido
14896,Gunfighter: The Legend of Jesse James,PlayStation,SONY,5.0,4,desconocido
14848,Iron Front: Liberation 1944,PC,PC,6.6,94,desconocido
14764,Genji: Days of the Blade,PlayStation3,SONY,5.9,39,desconocido
14771,Ice Age: Scrat's Nutty Adventure,PlayStation4,SONY,5.1,15,desconocido
14895,The Italian Job,PlayStation2,SONY,6.0,7,desconocido
14804,Medal of Honor: Warfighter,PlayStation3,SONY,5.9,267,conocido
14782,Naruto Shippuden: Ninja Destiny 2,DS,NINTENDO,5.0,11,desconocido
14849,Rune Factory: Tides of Destiny,PlayStation3,SONY,8.0,47,desconocido
14907,Titan Quest,PlayStation4,SONY,5.9,40,desconocido
14823,The Assembly,PC,PC,5.4,10,desconocido
14816,Space Hulk: Deathwing,PlayStation4,SONY,5.9,31,desconocido
14810,Hoshigami: Ruining Blue Earth Remix,DS,NINTENDO,6.9,13,desconocido
14796,Indiana Jones and the Staff of Kings,Wii,NINTENDO,7.0,32,desconocido
14825,Fist of the North Star: Ken's Rage 2,Xbox360,MICROSOFT,7.1,21,desconocido
14889,Conflict: Vietnam,PC,PC,7.1,16,desconocido
14776,The Amazing Spider-Man,3DS,NINTENDO,5.4,25,desconocido
14791,Anna,PC,PC,4.9,66,desconocido
14777,Shifting World,3DS,NINTENDO,5.9,8,desconocido
14783,The Incredible Hulk,PlayStation3,SONY,7.1,27,desconocido
14786,Warriors Orochi,PlayStation2,SONY,8.4,19,desconocido
14922,Fury,PC,PC,4.7,37,desconocido
14831,The Incredibles,PC,PC,5.7,11,desconocido
14921,Mega Man Star Force 2: Zerker x Saurian,DS,NINTENDO,8.7,57,desconocido
14873,Mugen Souls,PlayStation3,SONY,7.2,36,desconocido
14904,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XboxOne,MICROSOFT,5.9,44,desconocido
14880,Scooby-Doo! Mystery Mayhem,PlayStation2,SONY,7.9,18,desconocido
14900,STONE,PC,PC,4.3,8,desconocido
14760,Under the Skin,PlayStation2,SONY,7.5,4,desconocido
14851,Mighty No. 9,XboxOne,MICROSOFT,4.2,108,poco conocido
14795,Thor: God of Thunder,3DS,NINTENDO,4.2,5,desconocido
14881,Rugby 2004,PC,PC,5.5,18,desconocido
14868,Alien Spidy,Xbox360,MICROSOFT,4.3,12,desconocido
14778,"Casino, Inc.",PC,PC,6.0,6,desconocido
14909,Evil Dead: A Fistful of Boomstick,PlayStation2,SONY,8.7,43,desconocido
14785,Close to the Sun,Switch,NINTENDO,4.4,5,desconocido
14805,300: March to Glory,PSP,SONY,6.6,19,desconocido
14854,Alone in the Dark,PC,PC,5.5,170,poco conocido
14792,C.O.P.: The Recruit,DS,NINTENDO,7.5,13,desconocido
14916,Virtua Quest,GameCube,NINTENDO,5.2,13,desconocido
14894,The Simpsons: Road Rage,GameBoyAdvance,NINTENDO,7.2,11,desconocido
14870,Fade to Silence,PlayStation4,SONY,4.3,33,desconocido
14761,Start the Party!,PlayStation3,SONY,5.5,20,desconocido
14888,The Park,PlayStation4,SONY,5.2,21,desconocido
14867,Showdown: Legends of Wrestling,PlayStation2,SONY,6.0,8,desconocido
14798,Dragon Ball Z: Ultimate Tenkaichi,Xbox360,MICROSOFT,5.8,65,desconocido
14809,You're in the Movies,Xbox360,MICROSOFT,5.2,21,desconocido
14861,Space Channel 5: Ulala's Cosmic Attack,GameBoyAdvance,NINTENDO,8.0,5,desconocido
14794,Shinobido 2: Revenge of Zen,PlayStationVita,SONY,6.6,42,desconocido
14832,Metal Wolf Chaos XD,XboxOne,MICROSOFT,6.7,15,desconocido
14869,NBA Ballers: Chosen One,Xbox360,MICROSOFT,4.1,16,desconocido
14787,TMNT,PC,PC,7.0,38,desconocido
14768,How to Survive,WiiU,NINTENDO,5.2,13,desconocido
14906,Way of the Samurai 3,Xbox360,MICROSOFT,7.2,18,desconocido
14898,Samurai Warriors 2: Empires,PlayStation2,SONY,7.3,7,desconocido
14845,Blair Witch Volume III: The Elly Kedward Tale,PC,PC,5.2,10,desconocido
14915,Don King Boxing,Wii,NINTENDO,5.5,4,desconocido
14886,Judge Dredd: Dredd VS Death,PC,PC,7.2,46,desconocido
14923,A.W.: Phoenix Festa,PlayStationVita,SONY,4.5,10,desconocido
14827,Bomberman Land Portable,PSP,SONY,7.8,4,desconocido
14824,Ghostbusters: The Video Game,DS,NINTENDO,6.1,8,desconocido
14893,The Great Escape,Xbox,MICROSOFT,7.3,4,desconocido
14769,Super Monkey Ball 3D,3DS,NINTENDO,5.5,41,desconocido
14905,Marvel Super Hero Squad: The Infinity Gauntlet,Xbox360,MICROSOFT,7.0,9,desconocido
14917,Kingdom Under Fire: Circle of Doom,Xbox360,MICROSOFT,5.7,54,desconocido
14807,Hyperdimension Neptunia Victory,PlayStation3,SONY,7.5,85,desconocido
14788,Haze,PlayStation3,SONY,6.4,314,popular
14773,Monster Madness: Battle for Suburbia,Xbox360,MICROSOFT,5.2,18,desconocido
14835,Classic NES Series: Donkey Kong,GameBoyAdvance,NINTENDO,6.9,8,desconocido
14692,Law & Order: Criminal Intent,PC,PC,5.5,8,desconocido
14644,Dragon Age: Origins - Witch Hunt,Xbox360,MICROSOFT,5.6,35,desconocido
14661,Toren,PlayStation4,SONY,5.4,82,desconocido
14608,Deadliest Warrior: Legends,Xbox360,MICROSOFT,5.6,19,desconocido
14617,Rayman Raving Rabbids,DS,NINTENDO,6.8,10,desconocido
14633,Besieger,PC,PC,6.7,7,desconocido
14753,WWE WrestleMania 21,Xbox,MICROSOFT,6.9,49,desconocido
14604,"Carnival Games: Monkey See, Monkey Do!",Xbox360,MICROSOFT,5.5,6,desconocido
14598,Earthfall,XboxOne,MICROSOFT,5.5,14,desconocido
14638,Dynasty Warriors DS: Fighter's Battle,DS,NINTENDO,6.8,5,desconocido
14572,Death By Cube,Xbox360,MICROSOFT,5.5,6,desconocido
14664,Gal*Gun 2,PlayStation4,SONY,6.8,20,desconocido
14697,Dungeon Explorer: Warriors of Ancient Arts,PSP,SONY,5.5,4,desconocido
14613,NASCAR 08,PlayStation2,SONY,8.3,10,desconocido
14726,Teen Titans,PlayStation2,SONY,7.7,25,desconocido
14698,Bet on Soldier: Blood Sport,PC,PC,5.4,34,desconocido
14583,Rave Master: Special Attack Force,GameBoyAdvance,NINTENDO,7.8,4,desconocido
14708,Colosseum: Road to Freedom,PlayStation2,SONY,8.4,19,desconocido
14733,Scene It? Bright Lights! Big Screen!,Xbox360,MICROSOFT,5.6,5,desconocido
14721,Harry Potter and the Sorcerer's Stone,PlayStation2,SONY,6.9,33,desconocido
14607,Spartan (2004),PC,PC,7.8,29,desconocido
14715,Zatch Bell! Mamodo Battles,PlayStation2,SONY,7.8,12,desconocido
14701,Inversion,PlayStation3,SONY,5.6,46,desconocido
14724,Transformers: The Game,PlayStation2,SONY,6.8,38,desconocido
14707,APB: Reloaded,PC,PC,5.8,293,conocido
14629,Coded Arms: Contagion,PSP,SONY,6.8,30,desconocido
14741,Pokemon Rumble Blast,3DS,NINTENDO,6.8,66,desconocido
14705,Mafia II: Definitive Edition,PlayStation4,SONY,5.7,135,poco conocido
14601,Sonic Riders: Zero Gravity,PlayStation2,SONY,8.5,46,desconocido
14709,Syndrome,PC,PC,5.6,17,desconocido
14679,Summer Athletics: The Ultimate Challenge,Wii,NINTENDO,7.8,4,desconocido
14744,Bound by Flame,PC,PC,6.8,424,popular
14640,SpongeBob SquarePants: Creature from the Krusty Krab,DS,NINTENDO,5.7,6,desconocido
14667,Spelunker HD,PlayStation3,SONY,7.7,7,desconocido
14691,Kung-Fu High Impact,Xbox360,MICROSOFT,7.7,21,desconocido
14682,Submerged,PlayStation4,SONY,4.8,37,desconocido
14596,MeiQ: Labyrinth of Death,PlayStationVita,SONY,7.4,8,desconocido
14660,ADR1FT,PlayStation4,SONY,4.8,34,desconocido
14659,Street Hoops,GameCube,NINTENDO,8.0,5,desconocido
14758,Postal,PC,PC,6.5,109,poco conocido
14703,DRIV3R,Xbox,MICROSOFT,4.8,74,desconocido
14588,BlackSite: Area 51,PlayStation3,SONY,6.3,19,desconocido
14675,Dead Rising 3: Fallen Angel,XboxOne,MICROSOFT,4.7,34,desconocido
14752,Leisure Suit Larry: Reloaded,PC,PC,8.2,174,poco conocido
14688,The X-Files Game,PC,PC,7.8,18,desconocido
14687,Reign of Fire,PlayStation2,SONY,7.6,5,desconocido
14706,Bush Hockey League,PlayStation4,SONY,4.7,13,desconocido
14742,Next Life,PC,PC,4.6,10,desconocido
14749,Tom Clancy's Ghost Recon: Breakpoint,PlayStation4,SONY,2.8,976,popular
14609,Manchester United Soccer 2005,PC,PC,2.8,6,desconocido
14711,4x4 EVO 2,GameCube,NINTENDO,8.2,5,desconocido
14754,Contra: Rogue Corps,XboxOne,MICROSOFT,4.6,33,desconocido
14689,Carnival Games,Wii,NINTENDO,6.0,46,desconocido
14746,Alexander,PC,PC,8.2,33,desconocido
14612,WWE Crush Hour,PlayStation2,SONY,4.6,8,desconocido
14751,DreamWorks Shrek the Third,Xbox360,MICROSOFT,4.6,12,desconocido
14680,Michael Jackson The Experience,Wii,NINTENDO,8.6,41,desconocido
14582,Guardians of Middle-Earth,PC,PC,6.0,108,poco conocido
14578,Naruto: Ninja Council 3,DS,NINTENDO,6.5,13,desconocido
14636,Blair Witch Volume II: The Legend of Coffin Rock,PC,PC,4.6,8,desconocido
14748,RollerCoaster Tycoon Adventures,Switch,NINTENDO,4.8,14,desconocido
14718,Pirates of Black Cove,PC,PC,5.9,31,desconocido
14584,Teenage Mutant Ninja Turtles,Xbox,MICROSOFT,7.7,10,desconocido
14592,Raiders of the Broken Planet,PlayStation4,SONY,5.0,25,desconocido
14590,The Walking Dead Onslaught,PC,PC,5.0,7,desconocido
14639,Warriors Orochi 2,PSP,SONY,7.7,7,desconocido
14696,Cooking Mama: Sweet Shop,3DS,NINTENDO,5.0,4,desconocido
14702,RF Online,PC,PC,5.9,36,desconocido
14589,Deadliest Catch: Alaskan Storm,Xbox360,MICROSOFT,5.9,15,desconocido
14662,Sonic Riders: Zero Gravity,Wii,NINTENDO,8.0,83,desconocido
14743,Short Peace: Ranko Tsukigime's Longest Day,PlayStation3,SONY,5.9,14,desconocido
14655,Dangerous Golf,PlayStation4,SONY,4.9,25,desconocido
14653,Jambo! Safari: Animal Rescue,Wii,NINTENDO,6.2,6,desconocido
14597,Diabolical Pitch,Xbox360,MICROSOFT,6.5,4,desconocido
14626,TV Superstars,PlayStation3,SONY,4.9,8,desconocido
14647,LOL: Never Party Alone!,DS,NINTENDO,2.3,6,desconocido
14717,Valkyria Revolution,XboxOne,MICROSOFT,4.9,23,desconocido
14713,SpongeBob SquarePants: Creature from the Krusty Krab,PlayStation2,SONY,7.6,26,desconocido
14586,World Racing,Xbox,MICROSOFT,8.3,9,desconocido
14594,Theseus,PlayStation4,SONY,6.5,19,desconocido
14678,100ft Robot Golf,PlayStation4,SONY,5.9,21,desconocido
14658,Army Men: Sarge's War,GameCube,NINTENDO,6.5,8,desconocido
14648,Lethal VR,PlayStation4,SONY,4.9,10,desconocido
14738,Hot Dog King A Fast Food Empire,PC,PC,7.4,8,desconocido
14666,Verdun,PlayStation4,SONY,7.1,42,desconocido
14595,Shrek the Third,PlayStation2,SONY,4.8,18,desconocido
14685,Star Wars The Clone Wars: Lightsaber Duels,Wii,NINTENDO,6.6,30,desconocido
14674,Supreme League of Patriots,PC,PC,4.6,10,desconocido
14627,Port Royale 3: Pirates and Merchants,Xbox360,MICROSOFT,4.5,6,desconocido
14602,Disney/Pixar Ratatouille,Xbox360,MICROSOFT,6.2,6,desconocido
14757,Cool Boarders 2001,PlayStation,SONY,3.3,4,desconocido
14635,Deadly Dozen,PC,PC,7.5,18,desconocido
14654,Perception,PlayStation4,SONY,6.1,27,desconocido
14677,Ary and the Secret of Seasons,PlayStation4,SONY,6.1,7,desconocido
14699,Viva Pinata: Party Animals,Xbox360,MICROSOFT,6.4,26,desconocido
14739,MUD - FIM Motocross World Championship,PlayStation3,SONY,4.0,4,desconocido
14755,Dynasty Warriors 9,XboxOne,MICROSOFT,3.9,30,desconocido
14652,Pokemon Shuffle,3DS,NINTENDO,6.1,135,poco conocido
14747,Miami Law,DS,NINTENDO,8.2,5,desconocido
14656,Far Cry 4: Escape from Durgesh Prison,PlayStation4,SONY,6.1,27,desconocido
14669,Dragoneer's Aria,PSP,SONY,6.4,9,desconocido
14719,Predator: Hunting Grounds,PlayStation4,SONY,6.2,247,conocido
14628,Unbound Saga,PSP,SONY,7.3,4,desconocido
14693,Perception,PC,PC,6.4,51,desconocido
14734,Don't Knock Twice,PlayStation4,SONY,6.3,7,desconocido
14650,Dance Factory,PlayStation2,SONY,6.1,8,desconocido
14615,We Cheer,Wii,NINTENDO,7.3,13,desconocido
14723,Sonic Forces,PC,PC,6.3,257,conocido
14621,Q*bert: Rebooted: The XBOX One @!#?@! Edition,XboxOne,MICROSOFT,6.1,7,desconocido
14740,Azur Lane: Crosswave,PlayStation4,SONY,6.1,20,desconocido
14599,Sacred 3,PlayStation3,SONY,3.4,52,desconocido
14587,Big Air Freestyle,GameCube,NINTENDO,8.8,4,desconocido
14736,Super Toy Cars,WiiU,NINTENDO,6.4,5,desconocido
14657,Infinity Runner,PC,PC,6.5,6,desconocido
14756,Dead Effect 2,XboxOne,MICROSOFT,6.4,7,desconocido
14670,Crucible,PC,PC,4.2,50,desconocido
14683,Drawn to Death,PlayStation4,SONY,6.0,145,poco conocido
14729,WWE 2K Battlegrounds,Switch,NINTENDO,4.5,18,desconocido
14722,Contract J.A.C.K.,PC,PC,6.0,24,desconocido
14614,Fullmetal Alchemist and the Broken Angel,PlayStation2,SONY,7.6,45,desconocido
14581,Age of Pirates: Caribbean Tales,PC,PC,6.0,22,desconocido
14725,Super Monkey Ball Adventure,PSP,SONY,6.4,8,desconocido
14605,Jump Force,PlayStation4,SONY,4.4,267,conocido
14575,Don King Presents: Prizefighter,Xbox360,MICROSOFT,6.4,29,desconocido
14720,Ace Combat Advance,GameBoyAdvance,NINTENDO,7.5,4,desconocido
14710,Spyro: Enter the Dragonfly,PlayStation2,SONY,4.4,121,poco conocido
14676,Critter Round-Up,Wii,NINTENDO,8.2,10,desconocido
14750,Edna & Harvey: The Breakout,PC,PC,6.4,53,desconocido
14646,DreamWorks Shrek SuperSlam,DS,NINTENDO,4.4,10,desconocido
14603,World Tour Soccer 2006,PlayStation2,SONY,6.0,7,desconocido
14735,Run Like Hell!,PlayStationVita,SONY,4.3,4,desconocido
14585,Starsky & Hutch,PC,PC,7.4,16,desconocido
14651,The Council - Episode 5: Checkmate,PC,PC,6.3,7,desconocido
14574,Guilty Gear 2: Overture,Xbox360,MICROSOFT,6.0,8,desconocido
14634,Spawn: Armageddon,PlayStation2,SONY,7.5,26,desconocido
14577,"Jungle Rumble: Freedom, Happiness and Bananas",PlayStationVita,SONY,6.0,4,desconocido
14610,MLB SlugFest 2006,PlayStation2,SONY,7.5,10,desconocido
14579,Data East Arcade Classics,Wii,NINTENDO,8.2,5,desconocido
14716,Peter Jackson's King Kong: The Official Game of the Movie,PSP,SONY,6.4,23,desconocido
14704,Star Trek: Legacy,PC,PC,4.1,40,desconocido
14732,The Chronicles of Narnia: Prince Caspian,Xbox360,MICROSOFT,7.1,14,desconocido
14673,Train Sim World,PlayStation4,SONY,6.2,13,desconocido
14745,Tenchu Z,Xbox360,MICROSOFT,7.4,69,desconocido
14600,Monopoly,Xbox360,MICROSOFT,5.8,17,desconocido
14573,WWE 2K15,XboxOne,MICROSOFT,5.3,71,desconocido
14728,Touch the Dead,DS,NINTENDO,5.8,6,desconocido
14727,Transformers Prime: The Game,WiiU,NINTENDO,5.1,14,desconocido
14611,Velvet Assassin,Xbox360,MICROSOFT,7.0,59,desconocido
14700,Yu Yu Hakusho: Dark Tournament,PlayStation2,SONY,8.0,21,desconocido
14737,Table Top Tanks,PlayStationVita,SONY,5.3,13,desconocido
14714,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PlayStation3,SONY,5.8,9,desconocido
14684,Shattered Skies,PC,PC,5.2,13,desconocido
14620,Earthlock: Festival of Magic,PlayStation4,SONY,5.3,4,desconocido
14580,Borderlands: Mad Moxxi's Underdome Riot,PlayStation3,SONY,5.2,33,desconocido
14623,Da New Guys: Day of the Jackass,PC,PC,5.9,7,desconocido
14668,Dynasty Warriors Advance,GameBoyAdvance,NINTENDO,8.5,4,desconocido
14622,Table Mini Golf,PlayStationVita,SONY,5.3,9,desconocido
14690,Iron Man,DS,NINTENDO,6.2,6,desconocido
14665,Hardware: Rivals,PlayStation4,SONY,5.2,87,desconocido
14663,Achtung! Cthulhu Tactics,PC,PC,5.8,4,desconocido
14593,MySims SkyHeroes,Xbox360,MICROSOFT,5.8,5,desconocido
14641,Medal of Honor: Vanguard,Wii,NINTENDO,7.0,25,desconocido
14695,Sonic Riders,Xbox,MICROSOFT,8.0,11,desconocido
14630,Neverwinter Nights: Enhanced Edition,Switch,NINTENDO,5.8,10,desconocido
14576,D-Day,PC,PC,7.0,7,desconocido
14686,Garfield and His Nine Lives,GameBoyAdvance,NINTENDO,7.0,5,desconocido
14631,The Adventures of Tintin: The Game,3DS,NINTENDO,5.2,13,desconocido
14625,Iron Warriors: T-72 Tank Command,PC,PC,6.6,15,desconocido
14672,The LEGO Movie 2 Videogame,Switch,NINTENDO,5.1,7,desconocido
14591,Warplanes: WW2 Dogfight,Switch,NINTENDO,5.2,5,desconocido
14632,Safecracker: The Ultimate Puzzle Adventure,Wii,NINTENDO,6.6,5,desconocido
14649,Thor: God of Thunder,Wii,NINTENDO,7.7,10,desconocido
14606,Disciples III: Renaissance,PC,PC,5.2,121,poco conocido
14645,Gotcha Force,GameCube,NINTENDO,8.5,23,desconocido
14712,Carnivores: Cityscape,PC,PC,5.2,5,desconocido
14624,3D Classics: Xevious,3DS,NINTENDO,5.8,13,desconocido
14730,Avatar: The Last Airbender,Wii,NINTENDO,5.8,8,desconocido
14694,Deadly Premonition 2: A Blessing in Disguise,Switch,NINTENDO,5.3,175,poco conocido
14731,Supreme Commander,Xbox360,MICROSOFT,6.6,18,desconocido
14681,Dragon Ball: Raging Blast,Xbox360,MICROSOFT,7.7,39,desconocido
14619,House Flipper,Switch,NINTENDO,7.7,19,desconocido
14642,The Chronicles of Narnia: Prince Caspian,PlayStation3,SONY,5.2,10,desconocido
14643,Roving Rogue,WiiU,NINTENDO,6.6,7,desconocido
