,puntuacion usuarios,marca
14268,8.0,SONY
4425,8.0,SONY
8550,8.0,SONY
7004,8.0,SONY
8753,8.0,SONY
8757,8.0,SONY
6724,8.0,SONY
4465,8.0,SONY
14777,8.0,SONY
14595,8.0,SONY
8908,8.0,SONY
6232,8.0,SONY
6752,8.0,SONY
8515,8.0,SONY
5860,8.0,SONY
8780,8.0,SONY
14875,8.0,SONY
4412,8.0,SONY
14423,8.0,SONY
14883,8.0,SONY
14885,8.0,SONY
4992,8.0,SONY
4359,8.0,SONY
7154,8.0,SONY
14884,8.0,SONY
8750,8.0,SONY
5847,8.0,SONY
6772,8.0,SONY
14294,8.0,SONY
6715,8.0,SONY
5028,8.0,SONY
8481,8.0,SONY
14199,8.0,SONY
8575,8.0,SONY
4087,8.0,SONY
14861,8.0,SONY
5902,8.0,SONY
10423,8.0,SONY
15787,8.0,SONY
3584,8.0,SONY
3106,8.0,SONY
12440,8.0,SONY
12430,8.0,SONY
12406,8.0,SONY
15791,8.0,SONY
12395,8.0,SONY
2184,8.0,SONY
13744,8.0,SONY
15785,8.0,SONY
15781,8.0,SONY
13739,8.0,SONY
3005,8.0,SONY
10624,8.0,SONY
2869,8.0,SONY
10677,8.0,SONY
10715,8.0,SONY
2831,8.0,SONY
15717,8.0,SONY
10777,8.0,SONY
13750,8.0,SONY
3139,8.0,SONY
12492,8.0,SONY
10051,8.0,SONY
861,8.0,SONY
3552,8.0,SONY
13784,8.0,SONY
13781,8.0,SONY
3452,8.0,SONY
10000,8.0,SONY
10008,8.0,SONY
12818,8.0,SONY
12794,8.0,SONY
13759,8.0,SONY
15983,8.0,SONY
10119,8.0,SONY
12785,8.0,SONY
10146,8.0,SONY
10153,8.0,SONY
15940,8.0,SONY
1128,8.0,SONY
3194,8.0,SONY
15715,8.0,SONY
13698,8.0,SONY
10805,8.0,SONY
11619,8.0,SONY
11201,8.0,SONY
13544,8.0,SONY
11215,8.0,SONY
11232,8.0,SONY
11246,8.0,SONY
11249,8.0,SONY
2030,8.0,SONY
13635,8.0,SONY
2379,8.0,SONY
11180,8.0,SONY
11617,8.0,SONY
11609,8.0,SONY
2336,8.0,SONY
15486,8.0,SONY
2249,8.0,SONY
15475,8.0,SONY
15420,8.0,SONY
15441,8.0,SONY
15333,8.0,SONY
15331,8.0,SONY
15713,8.0,SONY
13658,8.0,SONY
2734,8.0,SONY
2729,8.0,SONY
10922,8.0,SONY
2689,8.0,SONY
1608,8.0,SONY
1631,8.0,SONY
15670,8.0,SONY
11936,8.0,SONY
11903,8.0,SONY
11178,8.0,SONY
2602,8.0,SONY
15297,8.0,SONY
11053,8.0,SONY
15298,8.0,SONY
1821,8.0,SONY
11146,8.0,SONY
11151,8.0,SONY
11164,8.0,SONY
13804,8.0,SONY
15472,8.0,SONY
3736,8.0,SONY
16173,8.0,SONY
16246,8.0,SONY
3648,8.0,SONY
9582,8.0,SONY
13363,8.0,SONY
16248,8.0,SONY
9764,8.0,SONY
3620,8.0,SONY
14972,8.0,SONY
13191,8.0,SONY
16280,8.0,SONY
9335,8.0,SONY
16287,8.0,SONY
3692,8.0,SONY
13360,8.0,SONY
9358,8.0,SONY
13333,8.0,SONY
13222,8.0,SONY
9828,8.0,SONY
14968,8.0,SONY
13285,8.0,SONY
13410,8.0,SONY
13416,8.0,SONY
16352,8.0,SONY
13401,8.0,SONY
13412,8.0,SONY
13402,8.0,SONY
846,8.0,SONY
625,8.0,SONY
13404,8.0,SONY
3714,8.0,SONY
15648,7.9,SONY
8112,7.9,SONY
4685,7.9,SONY
14743,7.9,SONY
8125,7.9,SONY
15629,7.9,SONY
8949,7.9,SONY
11940,7.9,SONY
11035,7.9,SONY
8116,7.9,SONY
15630,7.9,SONY
15634,7.9,SONY
11029,7.9,SONY
4018,7.9,SONY
4714,7.9,SONY
13235,7.9,SONY
8925,7.9,SONY
10975,7.9,SONY
2801,7.9,SONY
8396,7.9,SONY
14574,7.9,SONY
2932,7.9,SONY
9538,7.9,SONY
15734,7.9,SONY
16225,7.9,SONY
13179,7.9,SONY
2819,7.9,SONY
13981,7.9,SONY
13829,7.9,SONY
2752,7.9,SONY
7106,7.9,SONY
4759,7.9,SONY
10907,7.9,SONY
13202,7.9,SONY
13997,7.9,SONY
13671,7.9,SONY
15701,7.9,SONY
11052,7.9,SONY
15619,7.9,SONY
11855,7.9,SONY
13638,7.9,SONY
7462,7.9,SONY
11218,7.9,SONY
5203,7.9,SONY
5199,7.9,SONY
11219,7.9,SONY
11239,7.9,SONY
5186,7.9,SONY
7865,7.9,SONY
13388,7.9,SONY
15367,7.9,SONY
13844,7.9,SONY
8955,7.9,SONY
2079,7.9,SONY
9300,7.9,SONY
14908,7.9,SONY
5101,7.9,SONY
2318,7.9,SONY
5090,7.9,SONY
2305,7.9,SONY
5077,7.9,SONY
14676,7.9,SONY
5062,7.9,SONY
5212,7.9,SONY
11730,7.9,SONY
14155,7.9,SONY
11198,7.9,SONY
11102,7.9,SONY
11104,7.9,SONY
8051,7.9,SONY
13317,7.9,SONY
11113,7.9,SONY
12333,7.9,SONY
2529,7.9,SONY
15618,7.9,SONY
11840,7.9,SONY
1839,7.9,SONY
2528,7.9,SONY
14161,7.9,SONY
14157,7.9,SONY
11154,7.9,SONY
8008,7.9,SONY
11798,7.9,SONY
7325,7.9,SONY
15595,7.9,SONY
11179,7.9,SONY
16429,7.9,SONY
11193,7.9,SONY
2992,7.9,SONY
13618,7.9,SONY
13960,7.9,SONY
6344,7.9,SONY
8661,7.9,SONY
5702,7.9,SONY
12792,7.9,SONY
9710,7.9,SONY
5695,7.9,SONY
12775,7.9,SONY
12772,7.9,SONY
8829,7.9,SONY
6608,7.9,SONY
4327,7.9,SONY
16069,7.9,SONY
6343,7.9,SONY
6631,7.9,SONY
3235,7.9,SONY
12931,7.9,SONY
3232,7.9,SONY
10221,7.9,SONY
10238,7.9,SONY
10241,7.9,SONY
12557,7.9,SONY
5582,7.9,SONY
3658,7.9,SONY
15120,7.9,SONY
15821,7.9,SONY
6324,7.9,SONY
9744,7.9,SONY
8683,7.9,SONY
13758,7.9,SONY
12800,7.9,SONY
12907,7.9,SONY
3587,7.9,SONY
889,7.9,SONY
12884,7.9,SONY
5806,7.9,SONY
16053,7.9,SONY
6462,7.9,SONY
6465,7.9,SONY
5785,7.9,SONY
6466,7.9,SONY
12866,7.9,SONY
8738,7.9,SONY
16027,7.9,SONY
15038,7.9,SONY
12842,7.9,SONY
15047,7.9,SONY
12840,7.9,SONY
8710,7.9,SONY
6546,7.9,SONY
5819,7.9,SONY
9762,7.9,SONY
5729,7.9,SONY
14817,7.9,SONY
12816,7.9,SONY
841,7.9,SONY
6314,7.9,SONY
3276,7.9,SONY
10450,7.9,SONY
13080,7.9,SONY
16158,7.9,SONY
1386,7.9,SONY
15813,7.9,SONY
9612,7.9,SONY
5459,7.9,SONY
10493,7.9,SONY
8867,7.9,SONY
10404,7.9,SONY
13823,7.9,SONY
4493,7.9,SONY
12477,7.9,SONY
5846,7.9,SONY
16129,7.9,SONY
12486,7.9,SONY
14766,7.9,SONY
12962,7.9,SONY
5159,7.8,SONY
5161,7.8,SONY
14209,7.8,SONY
13180,7.8,SONY
12846,7.8,SONY
14243,7.8,SONY
5751,7.8,SONY
5184,7.8,SONY
5757,7.8,SONY
12837,7.8,SONY
5148,7.8,SONY
12827,7.8,SONY
12095,7.8,SONY
15723,7.8,SONY
16458,7.8,SONY
7092,7.8,SONY
12094,7.8,SONY
7051,7.8,SONY
16483,7.8,SONY
7549,7.8,SONY
12114,7.8,SONY
6945,7.8,SONY
14369,7.8,SONY
7658,7.8,SONY
6957,7.8,SONY
6910,7.8,SONY
12242,7.8,SONY
2144,7.8,SONY
15772,7.8,SONY
14662,7.8,SONY
6357,7.8,SONY
14576,7.8,SONY
6871,7.8,SONY
12877,7.8,SONY
1527,7.8,SONY
7612,7.8,SONY
12871,7.8,SONY
7610,7.8,SONY
7592,7.8,SONY
14352,7.8,SONY
13129,7.8,SONY
7440,7.8,SONY
12857,7.8,SONY
2076,7.8,SONY
14254,7.8,SONY
15649,7.8,SONY
6011,7.8,SONY
12059,7.8,SONY
14193,7.8,SONY
6939,7.8,SONY
14276,7.8,SONY
1801,7.8,SONY
14597,7.8,SONY
12071,7.8,SONY
12411,7.8,SONY
13477,7.8,SONY
16292,7.8,SONY
12416,7.8,SONY
14415,7.8,SONY
14259,7.8,SONY
12057,7.8,SONY
5614,7.8,SONY
12682,7.8,SONY
1738,7.8,SONY
12056,7.8,SONY
13505,7.8,SONY
14422,7.8,SONY
1234,7.8,SONY
796,7.8,SONY
5558,7.8,SONY
14513,7.8,SONY
13320,7.8,SONY
5980,7.8,SONY
15712,7.8,SONY
12081,7.8,SONY
5221,7.8,SONY
12798,7.8,SONY
14621,7.8,SONY
14538,7.8,SONY
7360,7.8,SONY
13520,7.8,SONY
15986,7.8,SONY
15985,7.8,SONY
13345,7.8,SONY
12080,7.8,SONY
1903,7.8,SONY
13512,7.8,SONY
1872,7.8,SONY
12390,7.8,SONY
12780,7.8,SONY
16281,7.8,SONY
12771,7.8,SONY
5661,7.8,SONY
15951,7.8,SONY
12079,7.8,SONY
14487,7.8,SONY
13419,7.8,SONY
10436,7.8,SONY
9644,7.8,SONY
10765,7.8,SONY
2768,7.8,SONY
10023,7.8,SONY
13987,7.8,SONY
4228,7.8,SONY
10846,7.8,SONY
4668,7.8,SONY
4670,7.8,SONY
10963,7.8,SONY
8733,7.8,SONY
4196,7.8,SONY
9965,7.8,SONY
10968,7.8,SONY
13669,7.8,SONY
4687,7.8,SONY
4692,7.8,SONY
8745,7.8,SONY
11017,7.8,SONY
4727,7.8,SONY
9879,7.8,SONY
14740,7.8,SONY
11106,7.8,SONY
11112,7.8,SONY
8028,7.8,SONY
14858,7.8,SONY
14724,7.8,SONY
4133,7.8,SONY
11167,7.8,SONY
3637,7.8,SONY
4587,7.8,SONY
10088,7.8,SONY
8672,7.8,SONY
10571,7.8,SONY
3086,7.8,SONY
13567,7.8,SONY
10438,7.8,SONY
10407,7.8,SONY
10459,7.8,SONY
10464,7.8,SONY
15161,7.8,SONY
10497,7.8,SONY
8557,7.8,SONY
8563,7.8,SONY
8564,7.8,SONY
2994,7.8,SONY
10277,7.8,SONY
15111,7.8,SONY
3352,7.8,SONY
10591,7.8,SONY
13765,7.8,SONY
4361,7.8,SONY
10210,7.8,SONY
8595,7.8,SONY
3286,7.8,SONY
13777,7.8,SONY
2912,7.8,SONY
8630,7.8,SONY
8636,7.8,SONY
10656,7.8,SONY
8358,7.8,SONY
10680,7.8,SONY
13810,7.8,SONY
8108,7.8,SONY
14038,7.8,SONY
11212,7.8,SONY
9291,7.8,SONY
14889,7.8,SONY
4055,7.8,SONY
9331,7.8,SONY
2452,7.8,SONY
9334,7.8,SONY
2449,7.8,SONY
9341,7.8,SONY
8975,7.8,SONY
7838,7.8,SONY
3748,7.8,SONY
3754,7.8,SONY
15382,7.8,SONY
3760,7.8,SONY
2443,7.8,SONY
15364,7.8,SONY
7958,7.8,SONY
9378,7.8,SONY
3803,7.8,SONY
9560,7.8,SONY
2461,7.8,SONY
8855,7.8,SONY
14918,7.8,SONY
8848,7.8,SONY
7729,7.8,SONY
7769,7.8,SONY
3696,7.8,SONY
15407,7.8,SONY
7949,7.8,SONY
12445,7.7,SONY
3986,7.7,SONY
8966,7.7,SONY
6139,7.7,SONY
14263,7.7,SONY
10156,7.7,SONY
5524,7.7,SONY
14283,7.7,SONY
14293,7.7,SONY
4003,7.7,SONY
15081,7.7,SONY
6138,7.7,SONY
12447,7.7,SONY
13899,7.7,SONY
6203,7.7,SONY
15135,7.7,SONY
15122,7.7,SONY
14941,7.7,SONY
15845,7.7,SONY
12484,7.7,SONY
6176,7.7,SONY
4444,7.7,SONY
3790,7.7,SONY
1217,7.7,SONY
14520,7.7,SONY
6022,7.7,SONY
14926,7.7,SONY
8541,7.7,SONY
15901,7.7,SONY
13865,7.7,SONY
14271,7.7,SONY
3801,7.7,SONY
10071,7.7,SONY
10124,7.7,SONY
13010,7.7,SONY
9952,7.7,SONY
9941,7.7,SONY
13085,7.7,SONY
4456,7.7,SONY
9869,7.7,SONY
13790,7.7,SONY
12898,7.7,SONY
14994,7.7,SONY
4149,7.7,SONY
13004,7.7,SONY
5958,7.7,SONY
849,7.7,SONY
9794,7.7,SONY
4125,7.7,SONY
4094,7.7,SONY
4123,7.7,SONY
9623,7.7,SONY
9707,7.7,SONY
9685,7.7,SONY
9680,7.7,SONY
13118,7.7,SONY
13136,7.7,SONY
16229,7.7,SONY
16232,7.7,SONY
10100,7.7,SONY
4017,7.7,SONY
6217,7.7,SONY
10073,7.7,SONY
9450,7.7,SONY
8941,7.7,SONY
16002,7.7,SONY
8713,7.7,SONY
9999,7.7,SONY
8731,7.7,SONY
3454,7.7,SONY
3458,7.7,SONY
4048,7.7,SONY
8914,7.7,SONY
542,7.7,SONY
9986,7.7,SONY
14314,7.7,SONY
8740,7.7,SONY
8911,7.7,SONY
8524,7.7,SONY
14913,7.7,SONY
15288,7.7,SONY
5169,7.7,SONY
15536,7.7,SONY
12037,7.7,SONY
12039,7.7,SONY
10967,7.7,SONY
7475,7.7,SONY
14752,7.7,SONY
2747,7.7,SONY
8257,7.7,SONY
5165,7.7,SONY
15385,7.7,SONY
14758,7.7,SONY
1545,7.7,SONY
4880,7.7,SONY
10729,7.7,SONY
15524,7.7,SONY
10636,7.7,SONY
15379,7.7,SONY
11640,7.7,SONY
12036,7.7,SONY
12025,7.7,SONY
12009,7.7,SONY
7190,7.7,SONY
5230,7.7,SONY
2484,7.7,SONY
15570,7.7,SONY
5242,7.7,SONY
4883,7.7,SONY
1915,7.7,SONY
4885,7.7,SONY
1896,7.7,SONY
2509,7.7,SONY
2513,7.7,SONY
7321,7.7,SONY
4814,7.7,SONY
2473,7.7,SONY
8043,7.7,SONY
14629,7.7,SONY
8089,7.7,SONY
14742,7.7,SONY
5137,7.7,SONY
4939,7.7,SONY
11571,7.7,SONY
7815,7.7,SONY
12313,7.7,SONY
15504,7.7,SONY
10541,7.7,SONY
10540,7.7,SONY
10516,7.7,SONY
10507,7.7,SONY
5081,7.7,SONY
14561,7.7,SONY
12345,7.7,SONY
12355,7.7,SONY
6880,7.7,SONY
10503,7.7,SONY
6872,7.7,SONY
8449,7.7,SONY
12370,7.7,SONY
11533,7.7,SONY
6850,7.7,SONY
12372,7.7,SONY
4472,7.7,SONY
15393,7.7,SONY
1947,7.7,SONY
6974,7.7,SONY
15742,7.7,SONY
11621,7.7,SONY
11602,7.7,SONY
12197,7.7,SONY
4542,7.7,SONY
11604,7.7,SONY
7911,7.6,SONY
9545,7.6,SONY
9554,7.6,SONY
14062,7.6,SONY
11343,7.6,SONY
11341,7.6,SONY
11285,7.6,SONY
8907,7.6,SONY
7520,7.6,SONY
11655,7.6,SONY
13605,7.6,SONY
11339,7.6,SONY
13586,7.6,SONY
13436,7.6,SONY
9299,7.6,SONY
11355,7.6,SONY
9449,7.6,SONY
9470,7.6,SONY
9486,7.6,SONY
11661,7.6,SONY
9297,7.6,SONY
8937,7.6,SONY
11658,7.6,SONY
13321,7.6,SONY
13904,7.6,SONY
13548,7.6,SONY
11381,7.6,SONY
11656,7.6,SONY
11384,7.6,SONY
11668,7.6,SONY
11694,7.6,SONY
11695,7.6,SONY
11697,7.6,SONY
9519,7.6,SONY
9362,7.6,SONY
8522,7.6,SONY
7976,7.6,SONY
12179,7.6,SONY
10132,7.6,SONY
6587,7.6,SONY
12128,7.6,SONY
12763,7.6,SONY
12131,7.6,SONY
12139,7.6,SONY
13936,7.6,SONY
8622,7.6,SONY
12759,7.6,SONY
12171,7.6,SONY
12178,7.6,SONY
10157,7.6,SONY
12206,7.6,SONY
12117,7.6,SONY
12691,7.6,SONY
12223,7.6,SONY
12685,7.6,SONY
12661,7.6,SONY
12566,7.6,SONY
10264,7.6,SONY
12527,7.6,SONY
13959,7.6,SONY
12518,7.6,SONY
6784,7.6,SONY
8457,7.6,SONY
6090,7.6,SONY
8632,7.6,SONY
14216,7.6,SONY
7982,7.6,SONY
13466,7.6,SONY
8007,7.6,SONY
8017,7.6,SONY
8022,7.6,SONY
12909,7.6,SONY
8800,7.6,SONY
7271,7.6,SONY
12900,7.6,SONY
14024,7.6,SONY
10420,7.6,SONY
7211,7.6,SONY
9903,7.6,SONY
14012,7.6,SONY
9982,7.6,SONY
13962,7.6,SONY
10950,7.6,SONY
10897,7.6,SONY
10879,7.6,SONY
10873,7.6,SONY
8704,7.6,SONY
10017,7.6,SONY
10780,7.6,SONY
10043,7.6,SONY
8690,7.6,SONY
10761,7.6,SONY
10085,7.6,SONY
7082,7.6,SONY
14103,7.6,SONY
16639,7.6,SONY
14666,7.6,SONY
4424,7.6,SONY
5710,7.6,SONY
15389,7.6,SONY
14663,7.6,SONY
15371,7.6,SONY
14672,7.6,SONY
2428,7.6,SONY
2437,7.6,SONY
15327,7.6,SONY
5531,7.6,SONY
15320,7.6,SONY
2552,7.6,SONY
2596,7.6,SONY
2679,7.6,SONY
4850,7.6,SONY
16233,7.6,SONY
4789,7.6,SONY
2825,7.6,SONY
2881,7.6,SONY
2950,7.6,SONY
14754,7.6,SONY
5814,7.6,SONY
4459,7.6,SONY
3231,7.6,SONY
2211,7.6,SONY
15437,7.6,SONY
14628,7.6,SONY
15702,7.6,SONY
15896,7.6,SONY
5508,7.6,SONY
5479,7.6,SONY
5455,7.6,SONY
1401,7.6,SONY
1418,7.6,SONY
1427,7.6,SONY
14568,7.6,SONY
5572,7.6,SONY
14522,7.6,SONY
5304,7.6,SONY
16043,7.6,SONY
1798,7.6,SONY
1927,7.6,SONY
15565,7.6,SONY
1959,7.6,SONY
15968,7.6,SONY
2001,7.6,SONY
981,7.6,SONY
967,7.6,SONY
16020,7.6,SONY
15491,7.6,SONY
16370,7.6,SONY
5786,7.6,SONY
15003,7.6,SONY
16395,7.6,SONY
15035,7.6,SONY
6052,7.6,SONY
3811,7.6,SONY
6006,7.6,SONY
16417,7.6,SONY
3629,7.6,SONY
15015,7.6,SONY
5893,7.6,SONY
3994,7.6,SONY
16623,7.6,SONY
14953,7.6,SONY
355,7.6,SONY
4307,7.6,SONY
4351,7.6,SONY
1878,7.5,SONY
9530,7.5,SONY
7277,7.5,SONY
13506,7.5,SONY
9557,7.5,SONY
3712,7.5,SONY
1841,7.5,SONY
7223,7.5,SONY
9587,7.5,SONY
7202,7.5,SONY
3732,7.5,SONY
5259,7.5,SONY
3354,7.5,SONY
5258,7.5,SONY
8962,7.5,SONY
2154,7.5,SONY
14633,7.5,SONY
9800,7.5,SONY
11519,7.5,SONY
14141,7.5,SONY
14144,7.5,SONY
14151,7.5,SONY
5252,7.5,SONY
15516,7.5,SONY
2018,7.5,SONY
3983,7.5,SONY
14888,7.5,SONY
2016,7.5,SONY
3739,7.5,SONY
14617,7.5,SONY
3740,7.5,SONY
7183,7.5,SONY
13849,7.5,SONY
5440,7.5,SONY
13499,7.5,SONY
3818,7.5,SONY
1389,7.5,SONY
1368,7.5,SONY
1288,7.5,SONY
1272,7.5,SONY
9394,7.5,SONY
1247,7.5,SONY
12594,7.5,SONY
14970,7.5,SONY
6806,7.5,SONY
12606,7.5,SONY
6800,7.5,SONY
12337,7.5,SONY
9404,7.5,SONY
7164,7.5,SONY
12155,7.5,SONY
7145,7.5,SONY
7119,7.5,SONY
11481,7.5,SONY
1596,7.5,SONY
12122,7.5,SONY
12154,7.5,SONY
7070,7.5,SONY
9422,7.5,SONY
7063,7.5,SONY
12159,7.5,SONY
12183,7.5,SONY
5399,7.5,SONY
12210,7.5,SONY
9428,7.5,SONY
11488,7.5,SONY
7570,7.5,SONY
8915,7.5,SONY
4060,7.5,SONY
14806,7.5,SONY
13995,7.5,SONY
3424,7.5,SONY
10687,7.5,SONY
14019,7.5,SONY
8689,7.5,SONY
2724,7.5,SONY
14032,7.5,SONY
13682,7.5,SONY
14046,7.5,SONY
15263,7.5,SONY
10981,7.5,SONY
4914,7.5,SONY
14700,7.5,SONY
11016,7.5,SONY
10566,7.5,SONY
2956,7.5,SONY
4625,7.5,SONY
8446,7.5,SONY
8555,7.5,SONY
3381,7.5,SONY
8499,7.5,SONY
10306,7.5,SONY
4468,7.5,SONY
10323,7.5,SONY
10399,7.5,SONY
3400,7.5,SONY
3089,7.5,SONY
3065,7.5,SONY
13964,7.5,SONY
13970,7.5,SONY
10505,7.5,SONY
10521,7.5,SONY
14081,7.5,SONY
14690,7.5,SONY
4934,7.5,SONY
2389,7.5,SONY
13634,7.5,SONY
11302,7.5,SONY
11306,7.5,SONY
2394,7.5,SONY
2391,7.5,SONY
11318,7.5,SONY
4070,7.5,SONY
11289,7.5,SONY
7597,7.5,SONY
15397,7.5,SONY
14650,7.5,SONY
15416,7.5,SONY
8876,7.5,SONY
14124,7.5,SONY
13792,7.5,SONY
9316,7.5,SONY
4131,7.5,SONY
2508,7.5,SONY
11083,7.5,SONY
7822,7.5,SONY
4988,7.5,SONY
4109,7.5,SONY
4108,7.5,SONY
8837,7.5,SONY
7750,7.5,SONY
7663,7.5,SONY
2457,7.5,SONY
9870,7.5,SONY
9848,7.5,SONY
11268,7.5,SONY
8854,7.5,SONY
7669,7.5,SONY
5530,7.5,SONY
14963,7.5,SONY
6684,7.5,SONY
16362,7.5,SONY
6128,7.5,SONY
572,7.5,SONY
5603,7.5,SONY
6086,7.5,SONY
13111,7.5,SONY
1117,7.5,SONY
13319,7.5,SONY
12903,7.5,SONY
14474,7.5,SONY
16025,7.5,SONY
6740,7.5,SONY
5904,7.5,SONY
6072,7.5,SONY
13270,7.5,SONY
5886,7.5,SONY
12998,7.5,SONY
12983,7.5,SONY
6720,7.5,SONY
5915,7.5,SONY
16589,7.5,SONY
6670,7.5,SONY
13201,7.5,SONY
535,7.5,SONY
6212,7.5,SONY
6189,7.5,SONY
6184,7.5,SONY
12622,7.5,SONY
12614,7.5,SONY
5608,7.5,SONY
11446,7.4,SONY
11429,7.4,SONY
6563,7.4,SONY
2219,7.4,SONY
800,7.4,SONY
15955,7.4,SONY
2237,7.4,SONY
11451,7.4,SONY
14857,7.4,SONY
11454,7.4,SONY
11421,7.4,SONY
11393,7.4,SONY
8891,7.4,SONY
15079,7.4,SONY
6020,7.4,SONY
7602,7.4,SONY
7607,7.4,SONY
13283,7.4,SONY
783,7.4,SONY
11423,7.4,SONY
11457,7.4,SONY
6001,7.4,SONY
12843,7.4,SONY
7368,7.4,SONY
2094,7.4,SONY
13341,7.4,SONY
12811,7.4,SONY
8746,7.4,SONY
7383,7.4,SONY
5612,7.4,SONY
4222,7.4,SONY
14146,7.4,SONY
7407,7.4,SONY
16054,7.4,SONY
7421,7.4,SONY
14823,7.4,SONY
6529,7.4,SONY
13925,7.4,SONY
10595,7.4,SONY
16057,7.4,SONY
6589,7.4,SONY
14408,7.4,SONY
1918,7.4,SONY
7518,7.4,SONY
7523,7.4,SONY
2190,7.4,SONY
7441,7.4,SONY
9607,7.4,SONY
13949,7.4,SONY
614,7.4,SONY
13140,7.4,SONY
15154,7.4,SONY
4570,7.4,SONY
10463,7.4,SONY
8324,7.4,SONY
15249,7.4,SONY
8322,7.4,SONY
10479,7.4,SONY
4602,7.4,SONY
4603,7.4,SONY
8279,7.4,SONY
2990,7.4,SONY
16304,7.4,SONY
13723,7.4,SONY
10746,7.4,SONY
13712,7.4,SONY
521,7.4,SONY
13722,7.4,SONY
2955,7.4,SONY
4626,7.4,SONY
14741,7.4,SONY
4716,7.4,SONY
15198,7.4,SONY
8130,7.4,SONY
4640,7.4,SONY
4645,7.4,SONY
10627,7.4,SONY
4552,7.4,SONY
8374,7.4,SONY
7619,7.4,SONY
8378,7.4,SONY
3305,7.4,SONY
6518,7.4,SONY
10186,7.4,SONY
9777,7.4,SONY
7635,7.4,SONY
3254,7.4,SONY
6502,7.4,SONY
7646,7.4,SONY
13005,7.4,SONY
15103,7.4,SONY
664,7.4,SONY
3226,7.4,SONY
6474,7.4,SONY
3215,7.4,SONY
2477,7.4,SONY
3203,7.4,SONY
13061,7.4,SONY
6459,7.4,SONY
16191,7.4,SONY
10372,7.4,SONY
13958,7.4,SONY
10386,7.4,SONY
2639,7.4,SONY
4512,7.4,SONY
4516,7.4,SONY
2642,7.4,SONY
2662,7.4,SONY
7633,7.4,SONY
8197,7.4,SONY
9204,7.4,SONY
12061,7.4,SONY
9048,7.4,SONY
5378,7.4,SONY
9196,7.4,SONY
9251,7.4,SONY
1212,7.4,SONY
9714,7.4,SONY
9752,7.4,SONY
12048,7.4,SONY
12501,7.4,SONY
12016,7.4,SONY
6753,7.4,SONY
9228,7.4,SONY
14562,7.4,SONY
9750,7.4,SONY
16554,7.4,SONY
14528,7.4,SONY
9747,7.4,SONY
15696,7.4,SONY
9627,7.4,SONY
9745,7.4,SONY
14235,7.4,SONY
9207,7.4,SONY
14554,7.4,SONY
1350,7.4,SONY
12400,7.4,SONY
9265,7.4,SONY
13415,7.4,SONY
1770,7.4,SONY
1170,7.4,SONY
3705,7.4,SONY
1721,7.4,SONY
6783,7.4,SONY
9776,7.4,SONY
6777,7.4,SONY
9700,7.4,SONY
5527,7.4,SONY
1483,7.4,SONY
9205,7.4,SONY
13358,7.4,SONY
5348,7.4,SONY
1430,7.4,SONY
3701,7.4,SONY
5382,7.4,SONY
16638,7.4,SONY
14270,7.4,SONY
9774,7.4,SONY
9699,7.4,SONY
1435,7.4,SONY
11087,7.3,SONY
15113,7.3,SONY
10353,7.3,SONY
4500,7.3,SONY
7796,7.3,SONY
8480,7.3,SONY
4970,7.3,SONY
617,7.3,SONY
2620,7.3,SONY
10303,7.3,SONY
7814,7.3,SONY
10318,7.3,SONY
7817,7.3,SONY
15934,7.3,SONY
3737,7.3,SONY
5435,7.3,SONY
6150,7.3,SONY
9160,7.3,SONY
748,7.3,SONY
6993,7.3,SONY
10208,7.3,SONY
13641,7.3,SONY
7672,7.3,SONY
7677,7.3,SONY
12671,7.3,SONY
7692,7.3,SONY
10212,7.3,SONY
7697,7.3,SONY
2482,7.3,SONY
13246,7.3,SONY
7718,7.3,SONY
10219,7.3,SONY
7720,7.3,SONY
13041,7.3,SONY
4502,7.3,SONY
1164,7.3,SONY
7742,7.3,SONY
13054,7.3,SONY
7752,7.3,SONY
1400,7.3,SONY
10227,7.3,SONY
6750,7.3,SONY
2622,7.3,SONY
1202,7.3,SONY
10473,7.3,SONY
12512,7.3,SONY
6120,7.3,SONY
10511,7.3,SONY
13702,7.3,SONY
14260,7.3,SONY
6119,7.3,SONY
2803,7.3,SONY
1209,7.3,SONY
15177,7.3,SONY
2959,7.3,SONY
10709,7.3,SONY
2629,7.3,SONY
6109,7.3,SONY
2851,7.3,SONY
9294,7.3,SONY
9336,7.3,SONY
14957,7.3,SONY
13173,7.3,SONY
9301,7.3,SONY
2868,7.3,SONY
13177,7.3,SONY
14011,7.3,SONY
2904,7.3,SONY
9408,7.3,SONY
13141,7.3,SONY
3808,7.3,SONY
10845,7.3,SONY
14327,7.3,SONY
11008,7.3,SONY
4921,7.3,SONY
8429,7.3,SONY
1346,7.3,SONY
10398,7.3,SONY
4521,7.3,SONY
9152,7.3,SONY
13102,7.3,SONY
8414,7.3,SONY
4896,7.3,SONY
10422,7.3,SONY
3091,7.3,SONY
1345,7.3,SONY
1317,7.3,SONY
15257,7.3,SONY
14039,7.3,SONY
16311,7.3,SONY
15254,7.3,SONY
4563,7.3,SONY
4568,7.3,SONY
14543,7.3,SONY
4583,7.3,SONY
12216,7.3,SONY
5401,7.3,SONY
11527,7.3,SONY
6694,7.3,SONY
2117,7.3,SONY
14196,7.3,SONY
302,7.3,SONY
921,7.3,SONY
14824,7.3,SONY
12044,7.3,SONY
8717,7.3,SONY
