,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
4478,F1 2001,PC,2001-10-14,79,7.1,EASports,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",1-8 ,8,12
17337,Calvino Noir,PlayStation4,2015-08-25,44,7.1,CalvinoNoirLtd.,"Action Adventure,General",No info,7,8
4656,The Incredible Adventures of Van Helsing: Final Cut,PC,2015-11-06,79,7.1,NeocoreGames,"Role-Playing,Action RPG",No info,10,59
13527,Dead Block,PlayStation3,2011-07-20,63,7.1,CandygunGames,"Strategy,General,General",No info,8,10
11414,911 Operator,PC,2017-02-24,68,7.1,JutsuGames,"Simulation,Virtual,Career",No Online Multiplayer,7,39
4641,Dead Rising 2,Xbox360,2010-09-28,79,7.1,BlueCastleGames,"Action Adventure,Horror,Horror,Open-World",Up to 4 ,76,243
10084,The Walking Dead: Michonne - Episode 1: In Too Deep,PlayStation4,2016-02-23,70,7.1,"SkyboundLLC,SkyboundGames","Adventure,3D,Third-Person",No info,10,50
4625,LittleBigPlanet 3,PlayStation4,2014-11-18,79,7.1,SumoDigital,"Action,Platformer,2D",Up to 4 ,78,673
7134,Atom Zombie Smasher,PC,2011-01-23,75,7.1,BlendoGames,"Strategy,Real-Time,General,General",No Online Multiplayer,7,105
2274,NBA Live 2005,GameCube,2004-09-28,83,7.1,EACanada,"Sports,Traditional,Basketball,Sim",1-4 ,17,9
10093,Redout,Switch,2019-05-14,70,7.1,34BigThings,"Racing,Arcade,Futuristic",Online Multiplayer,8,18
11804,Neon Chrome,Switch,2017-10-12,67,7.1,10tons,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,11,11
8456,LEGO Marvel Super Heroes 2,PlayStation4,2017-11-14,73,7.1,TTGames,"Action,Platformer,3D",No Online Multiplayer,61,58
4460,The Magic Circle,PC,2015-07-09,79,7.1,"Questionary,Question","Adventure,3D,First-Person",No Online Multiplayer,18,31
4455,Chess Ultra,Switch,2017-11-02,79,7.1,Ripstone,"Miscellaneous,Board / Card Game",2 ,8,20
7291,Resident Evil: Revelations 2 - Episode 1: Penal Colony,PlayStation4,2015-02-24,75,7.1,Capcom,"Action Adventure,Survival",No info,22,118
10284,Road Redemption,PC,2017-10-04,70,7.1,DarkSeasGames,"Driving,Car Combat,Car Combat,Simulation,Vehicle,Combat",Online Multiplayer,18,38
4293,Soldier of Fortune II: Double Helix,PC,2002-05-20,80,7.1,RavenSoftware,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1-64 ,22,105
13459,Spider-Man: Web of Shadows,Wii,2008-10-21,63,7.1,"Treyarch,ShabaGames","Action,General,General",1 Player,20,17
15068,Way of the Samurai 4,PlayStation3,2012-08-21,58,7.1,Acquire,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,25,20
4270,Magic: The Gathering - Duels of the Planeswalkers 2013,Xbox360,2012-06-20,80,7.1,StainlessGames,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",No info,21,55
1521,Battlefield 4,PlayStation4,2013-11-12,85,7.1,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 64 ,18,1997
11344,Neverending Nightmares,PC,2014-09-26,68,7.1,InfinitapGames,"Horror,Horror,Action Adventure,Survival",No Online Multiplayer,21,95
2380,The Lord of the Rings Online: Siege of Mirkwood,PC,2009-12-01,83,7.1,TurbineInc.,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",No info,8,50
15027,80 Days (2005),PC,2005-12-12,58,7.1,Frogwares,"Adventure,3D,Fantasy,Third-Person,Fantasy",1 Player,17,13
15107,Secrets of Raetikon,PC,2014-01-07,58,7.1,BrokenRules,"Action,General",No Online Multiplayer,8,10
7335,The Sims 2,Xbox,2005-10-24,75,7.1,Maxis,"Miscellaneous,Virtual Life",1-2 ,31,9
2393,Call of Duty: Modern Warfare Remastered,PlayStation4,2016-11-04,83,7.1,InfinityWard,"Arcade,Action,Shooter,First-Person,Tactical",Up to 18 ,27,547
12405,Mutant Football League: Dynasty Edition,Switch,2018-10-30,66,7.1,NighthawkInteractive,"Sports,Team,Football,Arcade",2 ,10,23
4179,Counter-Strike: Global Offensive,PlayStation3,2012-08-21,80,7.1,"ValveSoftware,HiddenPathEntertainment","Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",Up to 10 ,7,106
13438,Beholder: Complete Edition,PlayStation4,2018-01-16,63,7.1,WarmLampGames,"Strategy,General",No Online Multiplayer,8,10
2403,Star Wars Pinball,WiiU,2013-07-11,83,7.1,ZenStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",No info,13,29
4142,Super Mega Baseball: Extra Innings,XboxOne,2015-08-14,80,7.1,MetalheadSoftware,"Sports,Team,Baseball,Arcade",No info,11,20
2406,Project CARS,PC,2015-05-06,83,7.1,SlightlyMadStudios,"Driving,General,Racing,Simulation,General,Automobile",No info,48,473
15170,X2: Wolverine's Revenge,PlayStation2,2003-04-14,58,7.1,GenePool,"Action Adventure,Sci-Fi",1 Player,24,14
11339,"LEVEL 22, Gary's Misadventures",XboxOne,2016-01-29,68,7.1,"MovingPlayer,Noego","Action,General",No info,8,9
10041,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,PlayStation4,2017-02-03,70,7.1,CyberConnect2,"Action,Fighting,3D",No info,11,46
15026,Whacked!,Xbox,2002-10-08,59,7.1,PrestoStudios,"Miscellaneous,Party",1-4 ,20,9
4331,Gish,PC,2004-09-17,80,7.1,ChronicLogic,"Action,Platformer,Platformer,2D,2D",1-2 ,11,59
16461,NBA Live 08,Wii,2007-10-01,52,7.1,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",1-4 ,11,21
4446,Hitman: Absolution,PC,2012-11-19,79,7.1,"IoInteractive,NixxesSoftware","Action Adventure,Modern,General,Modern",No Online Multiplayer,26,1581
4444,Empire Earth II,PC,2005-04-26,79,7.1,MadDocSoftware,"Strategy,Real-Time,Historic,General,Historic",10  Online,39,109
10195,Beyond A Steel Sky,PC,2020-07-16,70,7.1,RevolutionSoftware,"Action Adventure,Open-World",No Online Multiplayer,28,19
10210,God Wars The Complete Legend,Switch,2018-09-04,70,7.1,Kadokawa,"Miscellaneous,Compilation,Strategy,Turn-Based,Tactics",No Online Multiplayer,9,10
13495,Robin Hood: Defender of the Crown,PC,2003-10-06,63,7.1,AtomicPlanetEntertainment,"Strategy,Turn-Based,Historic,General,Historic",1 Player,7,12
7230,Gravity Crash Ultra,PlayStationVita,2014-08-12,75,7.1,JustAddWater,"Action,Shooter,Scrolling,Shoot-'Em-Up,Top-Down",No Online Multiplayer,7,11
4407,CAPSIZED,PC,2011-04-29,80,7.1,Alientrap,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,19,105
4394,The Banner Saga 3,PlayStation4,2018-07-26,80,7.1,Stoic,"Strategy,Turn-Based,Tactics",No Online Multiplayer,10,35
8402,Blitzkrieg: Rolling Thunder,PC,2004-11-30,73,7.1,LaPlata,"Strategy,Real-Time,Historic,General,Historic,Tactics",1 Player,23,9
13486,Fat Princess Adventures,PlayStation4,2015-12-05,63,7.1,"SCESantaMonica,FunBits","Action,Role-Playing,General,Action RPG",Up to 4 ,36,52
14989,Mage Knight: Destiny's Soldier,DS,2006-09-26,59,7.1,BigBlueBubbleInc.,"Strategy,Turn-Based,Fantasy,General,Fantasy",1 Player,8,11
4356,Unforeseen Incidents,PC,2018-05-24,80,7.1,BackwoodsEntertainment,"Adventure,General",No Online Multiplayer,13,34
4354,Elite: Dangerous,XboxOne,2015-10-06,80,7.1,FrontierDevelopments,"Simulation,Space,Civilian",Up to 16 ,30,116
4350,Game of Thrones: Episode Four - Sons of Winter,XboxOne,2015-05-26,80,7.1,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,8,26
8418,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PC,2015-12-03,73,7.1,KoeiTecmoGames,"Action,Beat-'Em-Up,3D",No Online Multiplayer,9,38
2354,Prey: Mooncrash,PlayStation4,2018-06-11,83,7.1,ArkaneStudios,"Action,Shooter,First-Person,Arcade",No info,12,51
4333,Downwell,PlayStation4,2016-05-24,80,7.1,Moppin,"Action,General",No info,14,43
7272,BattleForge,PC,2009-03-23,75,7.1,EAPhenomic,"Strategy,Real-Time,Fantasy,General,Fantasy",12  Online,37,115
7274,Patapon 2 Remastered,PlayStation4,2020-01-30,75,7.1,SCEJapanStudio,"Action,General",No Online Multiplayer,40,76
78,Celeste,XboxOne,2018-01-26,94,7.1,MattMakesGamesInc.,"Action,Platformer,2D",No Online Multiplayer,10,268
4702,King's Quest Chapter 3: Once Upon a Climb,PlayStation4,2016-04-26,79,7.1,TheOddGentlemen,"Adventure,General",No info,10,29
2845,Pro Evolution Soccer 2015,PlayStation4,2014-11-11,82,7.1,Konami,"Action,General,Sports,Traditional,Team,Soccer,Sim",Up to 22 ,56,404
4703,Goetia,PC,2016-04-14,79,7.1,Sushee,"Adventure,Point-and-Click",No Online Multiplayer,7,15
8603,Yomawari: The Long Night Collection,Switch,2018-10-30,73,7.1,NipponIchiSoftware,"Miscellaneous,Compilation",No Online Multiplayer,10,8
7084,One Piece: Pirate Warriors 4,PlayStation4,2020-03-27,75,7.1,OmegaForce,"Action,Beat-'Em-Up,3D",Up to 4 ,47,78
9938,Sherlock Holmes: The Devil's Daughter,PlayStation4,2016-10-25,71,7.1,Frogwares,"Adventure,General",No info,28,143
11429,Avencast: Rise of the Mage,PC,2007-11-08,68,7.1,ClockStoneSoftware,"Role-Playing,Action RPG,Action RPG",,11,40
14783,James Cameron's Avatar: The Game,PC,2009-12-01,59,7.1,"Ubisoft,UbisoftMontreal","Action,General,General",No info,16,108
14776,Ancient Wars: Sparta,PC,2007-04-24,59,7.1,WorldForge,"Strategy,Real-Time,Historic,General,Historic,Command",Up to 8 ,21,21
7027,Last Day of June,PC,2017-08-31,75,7.1,Ovosonico,"Adventure,General,3D,Third-Person",No Online Multiplayer,20,65
4842,Tales of Berseria,PlayStation4,2017-01-24,79,7.1,BandaiNamcoGames,"Japanese-Style,Role-Playing,Action RPG",No Online Multiplayer,57,525
7029,Seasons After Fall,PC,2016-09-02,75,7.1,SwingSwingSubmarine,"Platformer,2D,Action,Platformer,2D",No Online Multiplayer,27,37
8575,Starpoint Gemini Warlords,PC,2017-05-23,73,7.1,LittleGreenMen,"Strategy,General",No Online Multiplayer,11,22
10005,NBA Live 2002,PlayStation2,2001-10-29,70,7.1,ElectronicArts,"Sports,Traditional,Basketball,Sim",1-8 ,16,8
8604,Dance Dance Revolution Hottest Party,Wii,2007-09-25,73,7.1,Konami,"Action,Miscellaneous,Rhythm,Dancing,Dancing",1-4 ,16,27
4772,Armed and Dangerous,Xbox,2003-12-02,79,7.1,PlanetMoonStudios,"Action,Shooter,Third-Person,Sci-Fi",1 Player,41,18
2239,Space Invaders Extreme,PSP,2008-06-17,84,7.1,TaitoCorporation,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical",2  Online,29,15
4834,NHL 2003,PlayStation2,2002-09-30,79,7.1,EASports,"Sports,Traditional,Ice Hockey,Sim",1-4 ,20,17
9992,Lost Ember,PlayStation4,2019-11-22,70,7.1,MooneyeStudios,"Action Adventure,Open-World",No Online Multiplayer,19,19
4799,Uru: Ages Beyond Myst,PC,2003-11-11,79,7.1,CyanWorlds,"Adventure,3D,First-Person,Fantasy,Fantasy",Massively Multiplayer,22,34
14721,The Dark Crystal: Age of Resistance Tactics,Switch,2020-02-04,59,7.1,BonusXP,"Strategy,Turn-Based,Tactics",No Online Multiplayer,22,14
4822,Trackmania Turbo,PC,2016-03-24,79,7.1,Nadeo,"Racing,Arcade,Automobile",No info,13,56
4803,Uru: Ages Beyond Myst,PC,2003-11-11,79,7.1,CyanWorlds,"Adventure,3D,First-Person,Fantasy,Fantasy",Massively Multiplayer,22,34
2232,Dark Souls Remastered,PC,2018-05-23,84,7.1,FromSoftware,"Role-Playing,Action RPG",Up to 6 ,8,408
4818,Project: Snowblind,Xbox,2005-02-23,79,7.1,CrystalDynamics,"Action,Shooter,First-Person,Sci-Fi",16  Online,44,12
7044,Tomb Raider: Underworld,PlayStation3,2008-11-18,75,7.1,NixxesSoftware,"Action Adventure,Modern,General,Modern",1 Player,42,198
7042,Back to the Future: The Game - Episode V: OUTATIME,PC,2011-06-23,75,7.1,TelltaleGames,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person",No info,17,37
17324,Black Stone: Magic & Steel,Xbox,2003-03-19,44,7.1,Xpec,"Role-Playing,Console-style RPG",1-4 ,12,7
9936,Knowledge is Power,PlayStation4,2017-10-24,71,7.1,"SonyInteractiveEntertainment,WishStudios","Miscellaneous,Party / Minigame",Up to 6 ,22,45
11430,Nancy Drew: The Creature of Kapu Cave,PC,2006-10-19,68,7.1,HerInteractive,"Adventure,General,General,Point-and-Click",1 Player,10,15
14659,Generation of Chaos,PSP,2006-02-28,60,7.1,IdeaFactory,"Strategy,Turn-Based,Fantasy,General,Fantasy",No Online Multiplayer,29,17
12970,Fallout: New Vegas - Honest Hearts,Xbox360,2011-05-17,64,7.1,ObsidianEntertainment,"Role-Playing,First-Person,First-Person,Western-Style",No info,19,76
107,Madden NFL 2004,GameCube,2003-08-12,94,7.1,EATiburon,"Sports,Traditional,Football,Sim",1-4 ,19,25
10036,Assassin's Creed III: Liberation,PlayStationVita,2012-10-30,70,7.1,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 64 ,71,366
4926,Major League Baseball 2K7,Xbox360,2007-02-26,79,7.1,KushGames,"Sports,Traditional,Team,Baseball,Sim,Sim",2  Online,31,35
10235,Disney DuckTales Remastered,Xbox360,2013-09-11,70,7.2,WayForward,"Action,Platformer,Platformer,2D,2D",No info,39,57
17391,Cruis'n  Exotica,Nintendo64,2000-10-16,43,7.2,GratuitousGames,"Driving,Racing,Arcade",No info,7,10
11479,Hyperdevotion Noire: Goddess Black Heart,PlayStationVita,2015-02-24,68,7.2,Sting,"Role-Playing,Strategy,Turn-Based,General,Tactics",No info,24,40
13065,NFL Head Coach 09,PlayStation3,2008-09-03,64,7.2,EATiburon,"Sports,Traditional,Team,Football,Management,Management,Sim",2  Online,12,13
10988,Conan,PlayStation3,2007-10-23,69,7.2,Nihilistic,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,35,48
13034,Killer Is Dead,Xbox360,2013-08-27,64,7.2,GrasshopperManufacture,"Action Adventure,Modern,Sci-Fi,General",1 Player,38,145
10657,"Warhammer 40,000: Sanctus Reach",PC,2017-01-19,69,7.2,StrayllightEntertainment,"Strategy,Real-Time,General",No info,12,26
12854,Eat Them!,PlayStation3,2010-12-21,65,7.2,FluffyLogic,"Action,General,General",No info,20,6
9814,Samurai Warriors 4 Empires,PlayStation4,2016-03-15,71,7.2,OmegaForce,"Action,Beat-'Em-Up,3D",No info,29,25
8023,Eador: Masters of the Broken World,PC,2013-04-19,74,7.2,SnowbirdGameStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",No info,19,219
9234,Anarchy Online,PC,2001-06-26,72,7.2,Funcom,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",Massively Multiplayer,11,43
9884,Pilotwings Resort,3DS,2011-03-27,71,7.2,MonsterGamesInc.,"Simulation,Flight,Civilian Plane,Civilian Plane,Civilian",No info,64,103
12206,One Piece: Burning Blood,PlayStation4,2016-05-31,66,7.2,SpikeChunsoft,"Action,Fighting,3D",Up to 4 ,45,89
11058,8-Bit Armies,PC,2016-04-22,69,7.2,Petroglyph,"Strategy,Real-Time,Command",Online Multiplayer,9,20
699,Tiger Woods PGA Tour 2004,Xbox,2003-09-22,89,7.2,EASports,"Sports,Traditional,Golf,Sim",1-4 ,18,17
13085,Rayman Raving Rabbids,PlayStation2,2006-12-05,64,7.2,UbisoftMontpellier,"Action,Platformer,3D",1-4 ,8,26
11358,Army Men: RTS,PlayStation2,2002-03-27,68,7.2,PandemicStudios,"Strategy,Real-Time,Fantasy",1 Player,14,5
11225,Rock of Ages,PlayStation3,2012-05-15,68,7.2,ACETeam,"Action,General,General",2 ,13,16
10260,Spore Galactic Adventures,PC,2009-06-23,70,7.2,ElectronicArts,"Strategy,Breeding/Constructing,General,Breeding/Constructing",No Online Multiplayer,32,83
12755,The Solus Project,PlayStation4,2017-09-18,65,7.2,GripGames,"Action,General",No info,12,15
12180,Evil Dead: Regeneration,Xbox,2005-09-13,66,7.2,CrankyPantsGames,"Action Adventure,Horror",1 Player,34,5
10234,Castlevania: Lords of Shadow - Mirror of Fate HD,PlayStation3,2013-10-29,70,7.2,MercurySteam,"Action Adventure,Fantasy,General,Fantasy",1 Player,10,61
8179,The Elder Scrolls V: Skyrim - Dawnguard,Xbox360,2012-06-26,73,7.2,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",No info,47,270
11332,Grand Theft Auto,GameBoyAdvance,2004-10-26,68,7.2,DigitalEclipse,"Action Adventure,Modern",1 Player,33,37
9779,Captain Tsubasa: Rise of New Champions,Switch,2020-08-28,71,7.2,"Tamsoft,BandaiNamcoGames","Sports,Team,Soccer,Arcade",Up to 4 ,12,33
12727,The Sims 2,PSP,2005-12-07,65,7.2,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,17,46
11778,Outward,PC,2019-03-26,67,7.2,NineDotsStudio,"Role-Playing,Action Adventure,General,Survival,Open-World",Online Multiplayer,19,148
10359,Inazuma Eleven 3: Lightning Bolt,3DS,2013-09-27,70,7.2,Level5,"Sports,Traditional,Soccer,Arcade",No info,19,11
12210,Blue Reflection,PlayStation4,2017-09-26,66,7.2,Gust,"Role-Playing,Japanese-Style",No Online Multiplayer,35,41
11220,Serious Sam 4,PC,2020-09-24,68,7.2,Croteam,"Action,Shooter,First-Person,Arcade",Online Multiplayer,69,197
11680,Lollipop Chainsaw,PlayStation3,2012-06-12,67,7.2,GrasshopperManufacture,"Action,General,General",No info,37,215
11895,Zoo Tycoon: Dinosaur Digs,PC,2002-05-19,67,7.2,BlueFangGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,9,9
10230,Duke Nukem 3D: Megaton Edition,PlayStation3,2015-01-06,70,7.2,AbstractionGames,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",No info,7,23
10970,Medal of Honor Heroes 2,PSP,2007-11-13,69,7.2,EALA,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",32  Online,20,35
9300,Hunter: The Reckoning Redeemer,Xbox,2003-10-28,72,7.2,HighVoltageSoftware,"Action,Beat-'Em-Up",1-4 ,26,6
9294,The Cave,WiiU,2013-01-22,72,7.2,DoubleFineProductions,"Action,Platformer,Platformer,2D,2D",No info,8,50
10467,LEGO Indiana Jones 2: The Adventure Continues,PlayStation3,2009-11-17,70,7.2,Traveller'sTales,"Action Adventure,Historic,General,Historic",No Online Multiplayer,25,33
12867,Sword Art Online Re: Hollow Fragment,PlayStation4,2015-07-28,65,7.2,"NamcoBandaiGames,BandaiNamcoGames,Aquria","Role-Playing,General,Action RPG",Up to 4 ,30,86
11205,Blitz: The League II,Xbox360,2008-10-13,68,7.2,Midway,"Sports,Traditional,Team,Football,Arcade,Arcade",2  Online,34,13
11861,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,3DS,2012-11-13,67,7.2,WayForward,"Miscellaneous,Action Adventure,Fantasy,General,General,Fantasy",No info,23,65
10971,Tony Hawk's Project 8,PlayStation2,2006-11-07,69,7.2,ShabaGames,"Sports,Alternative,Skateboarding",1-2 ,17,22
10465,Puddle,WiiU,2013-01-31,70,7.2,NekoEntertainment,"Miscellaneous,Puzzle,Action,Puzzle,Logic,Logic",1 Player,20,13
11100,WWE All Stars,Wii,2011-03-29,68,7.2,THQ,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",No info,11,9
12812,Super Runabout: San Francisco Edition,Dreamcast,2000-10-28,65,7.2,ClimaxEntertainment,"Driving,Mission-based",No info,11,5
12209,Lost Planet: Extreme Condition,PC,2007-06-26,66,7.2,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,23,354
9270,Smart as...,PlayStationVita,2012-10-23,72,7.2,XDEV,"Miscellaneous,Puzzle,Puzzle,Logic,Logic",No info,29,48
9275,Shadow Warrior 2,PlayStation4,2017-05-19,72,7.2,FlyingWildHog,"Action,Shooter,First-Person,Arcade",Up to 4 ,10,73
12436,Sherlock Holmes: The Devil's Daughter,XboxOne,2016-06-10,66,7.2,Frogwares,"Adventure,General",No info,12,45
8018,Dead In Vinland,PC,2018-04-12,74,7.2,CCCP,"Role-Playing,General",No Online Multiplayer,23,30
10287,WRC 7,PlayStation4,2017-09-15,70,7.2,Kylotonn,"Racing,Simulation,Automobile",Up to 8 ,27,34
12301,Crash Bandicoot: The Wrath of Cortex,PlayStation2,2001-10-29,66,7.2,Traveller'sTales,"Action,Platformer,3D",1 Player,22,271
12094,Pro Cycling Manager Season 2015,PC,2015-06-18,66,7.2,Cyanide,"Sports,Individual,Biking",No info,7,6
12290,MonsterBag,PlayStationVita,2015-04-07,66,7.2,IguanaBee,"Puzzle,Action,General",No info,10,40
11218,Masochisia,PC,2015-10-09,68,7.2,Oldblood,"Adventure,Point-and-Click",No Online Multiplayer,7,11
8303,Dave Mirra Freestyle BMX,Dreamcast,2000-11-20,73,7.2,"Z-Axis,Ltd.","Sports,Alternative,Biking",No info,12,5
9137,The Sims 4: Get Together,PC,2015-12-08,72,7.2,Maxis,"Simulation,Virtual,Virtual Life",No info,16,135
10306,Beat Hazard,PC,2010-04-15,70,7.2,ShadowRage,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",No info,11,182
8998,Sherlock Holmes: The Awakened,PC,2007-03-01,72,7.2,Frogwares,"Adventure,General,General",No Online Multiplayer,28,47
11346,Bejeweled Blitz Live,Xbox360,2011-02-23,68,7.2,TorpexGamesLLC,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",No info,18,9
10333,Blazing Angels 2: Secret Missions of WWII,PlayStation3,2007-11-06,70,7.2,UbisoftRomania,"Simulation,Flight,WWII,WWII,Combat",Up to 16 ,10,12
12105,Earthlock: Festival of Magic,XboxOne,2016-09-01,66,7.2,SnowCastleGames,"Role-Playing,General",No info,7,46
12782,Dr. Luigi,WiiU,2013-12-31,65,7.2,"Arika,Nintendo","Miscellaneous,Puzzle,Stacking",No info,38,66
7989,Syndicate,Xbox360,2012-02-21,74,7.2,Starbreeze,"Action,General,General,Shooter,First-Person,Arcade",No info,65,182
919,NBA 2K13,Xbox360,2012-10-02,88,7.2,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",No info,41,136
11338,One Piece: Unlimited World Red - Deluxe Edition,Switch,2017-09-29,68,7.2,Ganbarion,"Action,General",No info,13,19
10310,Democracy 3,PC,2013-10-14,70,7.2,PositechGames,"Strategy,General,General",No Online Multiplayer,14,156
12426,Magna Carta: Tears of Blood,PlayStation2,2005-11-16,66,7.2,SoftMax,"Role-Playing,Console-style RPG",1 Player,34,27
10405,Lemony Snicket's A Series of Unfortunate Events,Xbox,2004-11-10,70,7.2,Activision,"Action,Platformer,3D",1 Player,17,5
10648,Trade Empires,PC,2001-09-17,69,7.2,FrogCitySoftware,"Strategy,General,General",1 Player,9,11
9089,South Park Let's Go Tower Defense Play!,Xbox360,2009-10-07,72,7.2,"MicrosoftGameStudios,Doublesix","Strategy,Real-Time,Fantasy,Fantasy,Defense",1-4 ,27,25
12173,Secret Files: Tunguska,PC,2006-10-30,66,7.2,FusionsphereSystems,"Adventure,General,General",No Online Multiplayer,26,48
9944,BUTCHER,PlayStation4,2017-05-09,71,7.2,"TranshumanDesign,CrunchingKoalas","Action,Platformer,2D",No Online Multiplayer,15,11
10426,Lost Planet: Extreme Condition Colonies Edition,PC,2008-05-27,70,7.2,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,7,46
9970,Bionic Commando,Xbox360,2009-05-18,70,7.2,GRIN,"Action Adventure,Adventure,Third-Person,General,Sci-Fi,Sci-Fi",Up to 8 ,65,93
9221,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PC,2017-08-22,72,7.2,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,10,15
9216,The Liar Princess and the Blind Prince,Switch,2019-02-12,72,7.2,NipponIchiSoftware,"Action,General",No Online Multiplayer,10,38
10396,Top Spin 2,PC,2007-03-16,70,7.2,"Aspyr,2KSports","Sports,Traditional,Individual,Tennis,Tennis",2  Online,8,21
8192,Another World: 20th Anniversary Edition,WiiU,2014-06-19,73,7.2,TheDigitalLounge,"Action,Platformer,2D",No Online Multiplayer,7,17
13186,Mulaka,PlayStation4,2018-02-27,64,7.2,Lienzo,"Action Adventure,General",No Online Multiplayer,16,20
9069,Phantom Breaker: Battle Grounds,Xbox360,2013-02-27,72,7.2,Division2,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,14,17
8644,Final Fantasy Crystal Chronicles: My Life as a Darklord,Wii,2009-07-20,73,7.2,SquareEnix,"Strategy,Real-Time,Fantasy,General,Fantasy",1 Player,14,11
9195,Narcosis,PC,2017-03-28,72,7.2,"NarcosisTeam,HonorCode,Inc.","Action Adventure,Horror,Survival",No Online Multiplayer,15,17
743,NHL 11,PlayStation3,2010-09-07,88,7.2,ElectronicArts,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",No info,38,55
12006,The Way,PC,2016-05-19,67,7.2,PuzzlingDream,"Action,Platformer,2D",No Online Multiplayer,14,21
8415,Mages of Mystralia,PlayStation4,2017-08-22,73,7.2,BorealysGames,"Action Adventure,General,Linear",No info,7,6
8966,Blood II: The Chosen,PC,1998-10-31,72,7.2,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1-32 ,14,61
13040,Touhou Genso Wanderer Reloaded,Switch,2018-07-17,64,7.2,Mediascape,"Role-Playing,Roguelike",No Online Multiplayer,8,6
12512,A.R.E.S. Extinction Agenda EX,Xbox360,2013-10-02,66,7.2,ORiGOGAMES,"Action,Platformer,Platformer,2D,3D,2D",No info,7,18
11448,Line of Sight: Vietnam,PC,2003-03-05,68,7.2,Nfusion,"Action,Shooter,Shooter,First-Person,Historic,Arcade",1-32 ,8,9
12288,Titan Quest,XboxOne,2018-03-20,66,7.2,THQNordic,"Role-Playing,Action RPG",Up to 6 ,9,16
9178,Bombastic,PlayStation2,2003-08-27,72,7.2,Shift,"Miscellaneous,Puzzle,Puzzle,General",1-5 ,24,6
9174,Cities in Motion 2,PC,2013-04-02,72,7.2,ColossalOrder,"Simulation,General,General",No info,15,154
8968,MotorStorm Arctic Edge,PlayStation2,2009-10-20,72,7.2,Virtuos,"Driving,Racing,Rally / Offroad",No info,10,16
7978,Resident Evil: Revelations 2,PC,2015-03-18,74,7.2,Capcom,"Horror,Action Adventure,Survival",No info,14,254
8398,Stories: The Path of Destinies,PlayStation4,2016-04-12,73,7.2,SpearheadGames,"Role-Playing,Action RPG",No info,41,125
12406,Code of Princess EX,Switch,2018-07-31,66,7.2,Nicalis,"Role-Playing,Action RPG",No Online Multiplayer,20,20
8899,Mothergunship,PC,2018-07-17,72,7.2,GripDigital,"Action,General",Online Multiplayer,22,16
10218,Immortal Redneck,PC,2017-04-25,70,7.2,"CremaGames,CremaGames","Action,Shooter,First-Person,Arcade",No Online Multiplayer,12,33
11722,Steel Rats,PlayStation4,2018-11-07,67,7.2,TateMultimedia,"Simulation,Vehicle,Combat",No Online Multiplayer,16,27
